time (ms),IQ
0.01132,(4.156968723434326-3.974935373928225j)
0.01134,(4.441869637026282-3.6271398025178123j)
0.01136,(4.086881481909611-3.245142811372016j)
0.01138,(4.186957946491552-3.8509438746672715j)
0.0114,(4.229782175482996-3.7449999231240643j)
0.01142,(4.324772296591869-3.321679899042906j)
0.01144,(4.4501733642898875-4.076127594057397j)
0.01146,(3.8160629151661567-3.131738681996829j)
0.01148,(4.367875870196965-3.00714606592829j)
0.0115,(4.07378491692941-2.992840476384427j)
0.01152,(4.348179413872739-3.391489860928272j)
0.01154,(4.626798751884258-3.64259828564762j)
0.01156,(3.431181862923742-3.6208105018854058j)
0.01158,(4.538791642031561-3.4042149287225096j)
0.0116,(4.094513867240316-3.456805081898755j)
0.01162,(3.848821619481442-3.6267402403616127j)
0.01164,(3.9881352552847678-2.9720152075423476j)
0.01166,(3.790166567528351-3.582061183562465j)
0.01168,(4.303140250577578-3.0209056668768084j)
0.0117,(3.789037932004634-3.4666918746733133j)
0.01172,(4.5354164643180495-3.4873673173072643j)
0.01174,(4.3646134414578945-3.327318525938558j)
0.01176,(4.209693067052865-3.3316463518521973j)
0.01178,(3.4552589572740295-3.5481861781947064j)
0.0118,(3.6931234466349347-3.31177184995808j)
0.01182,(4.10725741488758-3.270814920044536j)
0.01184,(4.125416021656872-2.9489215519328678j)
0.01186,(4.447244108989756-3.476226636057264j)
0.01188,(3.163126429367061-3.7602784158309897j)
0.0119,(3.8809176517303987-3.725876986353667j)
0.01192,(4.413002523290158-2.7106927615204537j)
0.01194,(4.0215672312035196-4.126590923896238j)
0.01196,(3.9782019261599766-3.896642600306814j)
0.01198,(3.596562526589543-3.491344682179527j)
0.012,(4.486815882554394-3.705045017252753j)
0.01202,(3.972318581110416-3.2270465701328614j)
0.01204,(4.4985400952634755-3.256196274780214j)
0.01206,(4.6225599305743925-3.678216983203551j)
0.01208,(4.573018509642733-2.9987525441315617j)
0.0121,(4.123168813211941-3.867776388836158j)
0.01212,(3.9725823143515098-3.745750338433448j)
0.01214,(3.949876729990558-2.975849527497252j)
0.01216,(4.7900886111039025-3.935140194715969j)
0.01218,(4.063341436853193-3.3843755603409846j)
0.0122,(4.485028546477591-2.977250797696959j)
0.01222,(4.294774682713359-4.366415393413229j)
0.01224,(3.996797928491964-3.6125621884587917j)
0.01226,(4.049626876089307-3.184142628812382j)
0.01228,(4.528440793253212-3.590016349625411j)
0.0123,(4.144395690331087-3.4802310877476126j)
0.01232,(3.9827030313717526-3.4373234281209037j)
0.01234,(3.865017183816833-3.3957545625727352j)
0.01236,(4.240663840686348-3.768623488593663j)
0.01238,(3.961820769579926-3.2445869426057463j)
0.0124,(4.33193727195995-3.41499883579126j)
0.01242,(4.982024566208784-3.882027829618397j)
0.01244,(4.3066725467992875-3.655217931640051j)
0.01246,(4.735342609310186-3.971051178547385j)
0.01248,(4.761723137225663-2.9287190777032586j)
0.0125,(6.094018214248478-2.336449465601233j)
0.01252,(6.284570198033454-2.429282765418487j)
0.01254,(6.325966476524257-2.3167241556423264j)
0.01256,(6.292450017074791-2.4555081855742094j)
0.01258,(5.871552935231838-2.245961791403321j)
0.0126,(6.162664454819944-2.5426348289058707j)
0.01262,(5.526832188052764-2.266065364458792j)
0.01264,(6.40173320921315-2.9286245234195363j)
0.01266,(5.54864119129347-2.9657510319417897j)
0.01268,(6.284071440324557-2.471128385538251j)
0.0127,(6.213875782122003-2.2718457974426873j)
0.01272,(6.211757724869662-2.592255972181584j)
0.01274,(6.55455270957116-2.287296331659667j)
0.01276,(6.21682618150215-2.39670762443941j)
0.01278,(5.423829822605875-3.182947558049407j)
0.0128,(6.062643734262054-1.7255416741594065j)
0.01282,(5.236240115234544-2.9195588353666326j)
0.01284,(5.835648930341122-2.8149106376843216j)
0.01286,(5.725221997513931-2.116810655149604j)
0.01288,(6.078639489564765-2.493417839206511j)
0.0129,(5.591688900132478-2.7559357927541974j)
0.01292,(5.6016953832941585-2.6565351282037497j)
0.01294,(6.033090293255697-2.7934824613802234j)
0.01296,(6.257613778561939-2.766765817047919j)
0.01298,(5.866899925000182-2.2368997944085636j)
0.013,(6.640375237905321-2.66604093370226j)
0.01302,(5.751602312421578-2.85614626883899j)
0.01304,(6.092604079038444-2.7533367041144166j)
0.01306,(5.979776163937277-2.5517815900443344j)
0.01308,(5.751773839838267-2.7496953579858476j)
0.0131,(6.303156686502456-2.602662591943732j)
0.01312,(5.569250868746851-2.3839602682772916j)
0.01314,(5.174079539566748-2.660272860278057j)
0.01316,(5.823983302875896-2.7865740385465507j)
0.01318,(5.780401632188624-2.7322696571635916j)
0.0132,(4.574856405880441-2.9859546375907184j)
0.01322,(3.7173903307443172-2.7750189115481874j)
0.01324,(4.308543323979275-3.4846289498444487j)
0.01326,(4.268191642032416-3.2583678396940603j)
0.01328,(4.241574336605719-3.813299882805698j)
0.0133,(4.482000651297079-3.696720346543825j)
0.01332,(4.12615739189586-3.350016679145303j)
0.01334,(4.151368995807625-4.287878643096912j)
0.01336,(4.284067785523955-3.242459009023693j)
0.01338,(4.099987624961466-3.6881920855668726j)
0.0134,(3.682883283615163-3.859292195713932j)
0.01342,(3.997147212749286-3.3706090621161557j)
0.01344,(4.047655041749502-3.0191876235461574j)
0.01346,(3.946506399727895-3.6043385042771745j)
0.01348,(4.0284759446142075-3.4026203388557703j)
0.0135,(4.193842543498023-3.3487727339471j)
0.01352,(4.042661876984118-3.4199988087597104j)
0.01354,(4.418632989398842-3.8322316234708995j)
0.01356,(4.42383295549261-3.4254931240322963j)
0.01358,(3.341047632627821-3.438611872545331j)
0.0136,(3.656257870501198-4.409899072979422j)
0.01362,(3.3323913373850536-3.214142364391779j)
0.01364,(4.042703230586925-4.001219033799545j)
0.01366,(4.021973413440075-3.457251931093671j)
0.01368,(4.184299930697791-2.9940803217693754j)
0.0137,(4.414814499789634-3.5812733197747035j)
0.01372,(4.119727005600519-3.8487042564357967j)
0.01374,(3.9330120708648875-3.3136169504354664j)
0.01376,(4.132536161340731-3.0327011452192614j)
0.01378,(3.969343481126514-3.8695351989642113j)
0.0138,(3.641526080704887-4.286538618283983j)
0.01382,(4.453243377010813-3.1057757794908287j)
0.01384,(4.275497124382459-3.215272175704769j)
0.01386,(4.616949792528982-3.371704326953647j)
0.01388,(3.7216299692909223-4.099940244885526j)
0.0139,(3.5957189130199008-3.3007746326108847j)
0.01392,(3.8219880754380213-3.1554816708340327j)
0.01394,(4.266927475455692-2.7812011728970507j)
0.01396,(4.420292043779625-3.5938165743260457j)
0.01398,(4.229400983874149-3.4469832823022024j)
0.014,(4.181847434392944-4.217555841189399j)
0.01402,(4.418819907748564-3.1772151919960954j)
0.01404,(3.9808313122810284-3.1852651300509627j)
0.01406,(4.4861235385708795-3.365384329029671j)
0.01408,(4.795646723859433-3.104124518229383j)
0.0141,(3.779724384175101-3.7605921137203704j)
0.01412,(4.049288473429098-3.57271295509242j)
0.01414,(3.6706959600953377-3.559693668727439j)
0.01416,(3.8122474914891713-3.133596706450371j)
0.01418,(4.264822290232214-3.126116330585586j)
0.0142,(3.5721020375647843-3.394098418926312j)
0.01422,(3.8741125804743493-3.411565693098172j)
0.01424,(4.485184303306315-3.316358079744494j)
0.01426,(4.208457316592572-3.6121665858421226j)
0.01428,(4.38997443076803-3.046101641853367j)
0.0143,(3.702791022071198-3.6506447023588144j)
0.01432,(4.156548581607654-3.356816722882711j)
0.01434,(4.762881451299176-3.698758809770802j)
0.01436,(3.913341864217676-3.184390201691406j)
0.01438,(3.9713017638897012-3.5331992122824802j)
0.0144,(4.3278744431695495-2.811145163165214j)
0.01442,(3.8340307290419764-3.5421518485389494j)
0.01444,(4.37306002201189-3.187544227734838j)
0.01446,(3.535091247190513-3.710164819072833j)
0.01448,(3.3254259821124306-3.602412950915514j)
0.0145,(4.238787080569727-3.514016061368517j)
0.01452,(3.8073662540024547-3.382873490704083j)
0.01454,(3.945391783133614-3.748834953039168j)
0.01456,(4.426184146416052-3.690265894194117j)
0.01458,(4.342048689029527-3.4702397469639377j)
0.0146,(3.724870948564298-3.3671008519695333j)
0.01462,(4.307217034070541-3.5121005904272047j)
0.01464,(4.0339036060652775-3.559806953020608j)
0.01466,(4.273005067835113-3.942458302913666j)
0.01468,(4.1272541739699244-3.333202990118578j)
0.0147,(3.6328201034437875-3.2190456068386952j)
0.01472,(3.89626495237009-3.179601745662339j)
0.01474,(3.3299388534883856-3.4499554892081283j)
0.01476,(4.195699198786507-3.701111360742356j)
0.01478,(4.266273958248273-3.60726234876409j)
0.0148,(3.899166370477534-3.4485695382679378j)
0.01482,(4.095404827009004-3.50625311606427j)
0.01484,(3.809286074437631-3.7817259651152075j)
0.01486,(4.552774421647985-4.060782107901423j)
0.01488,(3.705323019050401-3.6852028032880124j)
0.0149,(4.030296936667453-3.592298745632051j)
0.01492,(3.7012169267023576-3.3969493967336475j)
0.01494,(4.2122492005412075-3.636561170310366j)
0.01496,(4.480041459730599-3.583833351862028j)
0.01498,(3.4419800119151915-3.4627946498422397j)
0.015,(4.525185823283248-2.87777859073982j)
0.01502,(6.236670117550765-2.6554561553922924j)
0.01504,(5.909013553576429-3.01622514303397j)
0.01506,(5.467902602536705-2.828173305393875j)
0.01508,(5.853333431783573-1.8973360668625388j)
0.0151,(4.385114657893967-2.771957701245716j)
0.01512,(5.22175371150309-2.936799247712284j)
0.01514,(5.1051273988186265-2.866158658024714j)
0.01516,(4.69393588870147-3.1123461245059096j)
0.01518,(5.198731678545368-3.379656186054412j)
0.0152,(4.755360929732249-3.1109010222675804j)
0.01522,(5.3059462265092145-2.497929259176564j)
0.01524,(4.575440290824505-2.9685112531735713j)
0.01526,(5.699991609941071-3.2495433936821487j)
0.01528,(4.060750375687027-3.508237002589637j)
0.0153,(5.549009467472378-2.86392086717149j)
0.01532,(5.008774025841676-2.467687186509236j)
0.01534,(4.913531050205167-2.5989561261636767j)
0.01536,(4.360337786313602-3.0692865941757614j)
0.01538,(3.847263924768601-3.308145929664706j)
0.0154,(4.012209637420879-3.9206752512402816j)
0.01542,(5.637101489085044-2.4560468403588454j)
0.01544,(5.86206080359221-2.6802919402404712j)
0.01546,(4.903988679061912-3.3999873706272687j)
0.01548,(4.963719364268104-3.3285733893817757j)
0.0155,(5.925711234015324-2.4733312326164443j)
0.01552,(5.509100422607733-2.6722746742155126j)
0.01554,(4.956167700353199-3.86368641503642j)
0.01556,(4.685666591403756-3.6963694090485775j)
0.01558,(5.132356491076285-3.167502593546139j)
0.0156,(4.6059317397051736-2.7286796657937256j)
0.01562,(4.399231836547919-3.0608455627663567j)
0.01564,(5.582587389355081-2.7164564508395976j)
0.01566,(5.5747569131845625-2.865921882930352j)
0.01568,(4.100414169003814-3.367896003605877j)
0.0157,(4.569444569941939-3.087018546594336j)
0.01572,(6.313467841502506-2.2818395353679772j)
0.01574,(5.289257491592579-2.3124672335834466j)
0.01576,(5.341265168560247-2.9034535673848807j)
0.01578,(5.00013081124162-2.938602359076431j)
0.0158,(5.500416517878741-2.6396973048358583j)
0.01582,(5.124885869103672-3.2884188701208026j)
0.01584,(5.632684500866635-2.6935636899293303j)
0.01586,(4.539524486168316-3.191885470879682j)
0.01588,(5.8926649429737115-2.863555811529293j)
0.0159,(4.653433480522965-2.7581432815273392j)
0.01592,(5.1213557392220785-2.25871655886481j)
0.01594,(5.348508028600122-2.894650274970206j)
0.01596,(4.837249803266232-2.545643568405033j)
0.01598,(5.596282633687742-2.535978210119007j)
0.016,(5.67734140397763-2.9324749989519328j)
0.01602,(4.2069122698030075-3.2712199472177748j)
0.01604,(3.4761369113518334-3.808067578848486j)
0.01606,(4.480743528593433-3.2420180422722336j)
0.01608,(4.463732023503679-3.1153594013616273j)
0.0161,(4.922276097340188-3.3345578481795806j)
0.01612,(5.8664351638605545-3.069799630736473j)
0.01614,(5.843663411973942-2.790924912915289j)
0.01616,(5.651071960897893-2.156135323894867j)
0.01618,(5.459597237845331-3.0742423527456846j)
0.0162,(4.200678208888386-3.196260401084581j)
0.01622,(4.764788375310708-3.5036680511248828j)
0.01624,(5.451698479051707-2.7207026824758858j)
0.01626,(4.271409505626873-3.1912036312695355j)
0.01628,(5.615424827918391-2.929333539569141j)
0.0163,(4.254981031589412-3.453829531748704j)
0.01632,(4.674629876310797-3.56296489650703j)
0.01634,(5.164462423753117-3.2622196320981134j)
0.01636,(4.707736313447889-3.351173165384985j)
0.01638,(4.890959214181026-2.6020285173036317j)
0.0164,(6.203261000669588-2.4946499283832444j)
0.01642,(5.041816478946847-3.629698064793419j)
0.01644,(4.096707123162352-3.2935117043854842j)
0.01646,(4.331276670872439-3.39297072651887j)
0.01648,(4.926160595726795-3.2439820088799562j)
0.0165,(5.551561015462533-2.805426747504459j)
0.01652,(5.034277000290765-3.278879093898431j)
0.01654,(4.1570119437956885-3.8912277235192305j)
0.01656,(6.026441417376414-2.663109296672735j)
0.01658,(4.300356210160199-3.4098310274727828j)
0.0166,(5.016984372351992-2.5938450922504317j)
0.01662,(5.078408247127554-2.6919013824912574j)
0.01664,(5.57136295207597-2.084292871627693j)
0.01666,(5.691839473789952-2.4625939997974733j)
0.01668,(6.009992438487145-2.8037044544167355j)
0.0167,(5.6161302202642975-1.9197680104542871j)
0.01672,(5.474216836348277-2.6061835780503606j)
0.01674,(6.1291572318137915-3.015203890325249j)
0.01676,(4.434330727351719-3.226571536144501j)
0.01678,(5.6890163570931795-3.2799510315683595j)
0.0168,(5.792596587308874-2.5282108528934035j)
0.01682,(5.415632402548869-2.808432550356553j)
0.01684,(5.1117448564833206-2.4254365698322933j)
0.01686,(3.7573311543714176-3.1821545651527923j)
0.01688,(5.4885439630971815-2.6582562100907796j)
0.0169,(4.487430466162594-3.4820475975481235j)
0.01692,(5.829695822944623-2.247284154910782j)
0.01694,(5.5241906108655625-2.7555895804118684j)
0.01696,(4.246289669546738-2.878510460924187j)
0.01698,(5.587215565267462-2.5695025847339914j)
0.017,(4.85944910768897-3.5135325081529145j)
0.01702,(5.841176614821508-2.8002145323752643j)
0.01704,(5.024810319611288-2.7663651596342835j)
0.01706,(5.861888913670915-2.256423833255516j)
0.01708,(6.05469664646502-2.9031579966044894j)
0.0171,(4.927265184798004-3.199730937821966j)
0.01712,(3.9308458219629516-3.0487514535837112j)
0.01714,(4.08972822750756-3.1762171353541557j)
0.01716,(4.831082983667486-3.541856530380452j)
0.01718,(6.425141890959227-2.5237721785377842j)
0.0172,(5.8499314940423535-2.3468572373967684j)
0.01722,(5.8433211900178685-2.389957360949977j)
0.01724,(3.4023105721981772-3.0406197357381997j)
0.01726,(4.968306993508928-2.8728468833456424j)
0.01728,(5.075338241430022-3.5607634923158957j)
0.0173,(4.248998361339682-4.031683424745872j)
0.01732,(5.145613287251719-2.9812242984097574j)
0.01734,(4.589126121452147-3.867502776312803j)
0.01736,(5.748392138155773-2.4125207903157064j)
0.01738,(5.726868570925635-3.148630688845895j)
0.0174,(6.050427641246202-2.9997242966765074j)
0.01742,(4.75087694790808-3.590391519352787j)
0.01744,(4.607139483398948-3.579029599374817j)
0.01746,(5.729091513172849-2.1064152305408372j)
0.01748,(4.330384411409543-3.4422450340989625j)
0.0175,(4.679683746464095-2.714317427450164j)
0.01752,(6.250542475637003-2.0315318040429147j)
0.01754,(6.264916135845434-2.6010561568281196j)
0.01756,(4.282992068700367-4.0484057547325225j)
0.01758,(6.022028273685872-2.61340019473159j)
0.0176,(6.29283148336732-1.7380333411952753j)
0.01762,(6.382636602453492-2.3572682098607047j)
0.01764,(5.455849866092594-2.5557679921107144j)
0.01766,(6.072731781445263-2.703818414007352j)
0.01768,(5.381744308293299-2.2542689797575513j)
0.0177,(4.193193268211893-3.226765000563772j)
0.01772,(3.6983777909599356-3.405369124913633j)
0.01774,(4.013595998518553-3.0712981109899635j)
0.01776,(5.38279134783538-2.1392027732480825j)
0.01778,(5.472041934327428-2.354253451469216j)
0.0178,(5.564501068913781-3.0289557224724803j)
0.01782,(5.620647753313118-3.027434102642604j)
0.01784,(4.14527218789861-3.705528229227892j)
0.01786,(5.144816014643327-2.612423217001858j)
0.01788,(5.307579946769129-2.85033022413713j)
0.0179,(5.270171097009013-2.065798197453414j)
0.01792,(5.422937613547544-2.3694411188501046j)
0.01794,(4.5013643393411185-3.21659898992687j)
0.01796,(4.13244946139291-4.003738401867043j)
0.01798,(4.209504632310596-3.440925945697362j)
0.018,(4.264179584799152-3.684378126061541j)
0.01802,(4.342849283683514-3.4622166266629146j)
0.01804,(5.16124369608611-2.656761172863486j)
0.01806,(6.267964261745308-2.700321071002185j)
0.01808,(5.907207099154246-3.131713021643874j)
0.0181,(6.070732078777751-2.219134444212027j)
0.01812,(4.912560082354447-2.548835475968532j)
0.01814,(4.185041791572068-3.4039102386491464j)
0.01816,(5.176074737119476-2.806071721935574j)
0.01818,(5.59433116715971-2.799796089855352j)
0.0182,(4.342926440586994-3.579099840152681j)
0.01822,(4.9417024369348415-2.5430125324180124j)
0.01824,(6.212038161891762-2.7494585695123934j)
0.01826,(6.059071121231621-1.829115383503897j)
0.01828,(5.10192518117666-2.183461373210739j)
0.0183,(6.1809453925597-2.5367826816239676j)
0.01832,(6.079736279209661-1.595148603932878j)
0.01834,(6.160957690233204-2.124756671026571j)
0.01836,(5.289428401782266-2.943475234067886j)
0.01838,(3.635957849461554-3.8412160069333523j)
0.0184,(3.7792272202702164-3.5913309779711393j)
0.01842,(4.703057309710081-3.534231379195359j)
0.01844,(3.591547953161169-3.7527789358437516j)
0.01846,(3.6520997467986627-3.8748173852078955j)
0.01848,(4.682518476865771-3.0215229445968483j)
0.0185,(5.404433981579425-2.203930059817422j)
0.01852,(6.043738757624039-1.8807665513226888j)
0.01854,(6.069624249922932-2.4744350483023716j)
0.01856,(4.531678307900753-3.1491663864541892j)
0.01858,(4.881884292437883-3.5670603278439765j)
0.0186,(5.615868798819318-2.4137923842481803j)
0.01862,(6.287344397157205-2.9362797967647785j)
0.01864,(5.388027711516813-2.398398808321819j)
0.01866,(6.23825411718503-2.514375374107819j)
0.01868,(4.57650849141036-3.480621483643081j)
0.0187,(4.098886622287097-3.994574352286355j)
0.01872,(4.622444071499649-3.5023348551626268j)
0.01874,(5.378714829504721-3.1681764939879793j)
0.01876,(5.2807085805063165-2.8480297928906295j)
0.01878,(4.715711908318042-2.4558549760217554j)
0.0188,(5.042365683424699-3.2675685162038772j)
0.01882,(3.7190043058757647-3.7243018079110466j)
0.01884,(3.7695916310365876-3.2834813406858157j)
0.01886,(4.741539999177121-2.9411392855728473j)
0.01888,(5.96085643557396-1.8225701756019757j)
0.0189,(5.699573379233387-2.162958344993452j)
0.01892,(5.624699321012575-3.162961096093132j)
0.01894,(5.92380488615257-2.3816080075337407j)
0.01896,(4.0229045296720365-3.271282625206901j)
0.01898,(5.340050060868455-2.096835946573315j)
0.019,(5.304746703338214-2.9661617862556313j)
0.01902,(4.8463235221058705-2.734540452398898j)
0.01904,(4.66316297722639-3.3182069759952064j)
0.01906,(5.580824173586651-2.653189637807298j)
0.01908,(4.0881587881438515-3.8516450704699388j)
0.0191,(4.415545683457619-3.9581493443587226j)
0.01912,(5.130083869841281-2.3601287301172382j)
0.01914,(6.279786773949076-2.4988105964696503j)
0.01916,(5.561627301595512-2.9269221936464795j)
0.01918,(5.3204775056301745-2.228495588139285j)
0.0192,(4.39081791106923-4.111872952813407j)
0.01922,(4.0174662447796035-3.7699603594246596j)
0.01924,(4.321992240058263-3.80357694638474j)
0.01926,(5.111291774839322-2.350274509454501j)
0.01928,(4.47083274945401-3.6445190847550553j)
0.0193,(3.8437634600912416-3.4736983406260205j)
0.01932,(3.554582950699144-3.298596976413666j)
0.01934,(4.450173411170754-2.9804711097985526j)
0.01936,(6.547822082640154-2.26822533429994j)
0.01938,(5.511346136480199-2.232918936809659j)
0.0194,(5.566142120173473-2.5885004366175637j)
0.01942,(5.731466280048257-2.2156287950926425j)
0.01944,(6.380763997134596-2.7184690680202195j)
0.01946,(5.746183826200648-2.6339986694257456j)
0.01948,(5.52491500202032-3.0122590719162674j)
0.0195,(5.6406401691037376-2.1412042043714776j)
0.01952,(4.230191125695056-3.8312153313005126j)
0.01954,(4.6426015797152225-2.8297263477647894j)
0.01956,(3.9530739022062784-3.220899432249048j)
0.01958,(3.9458130298356053-3.4335763218596873j)
0.0196,(4.509197322281364-3.377667827636609j)
0.01962,(5.655953257927329-3.05508420149293j)
0.01964,(5.182954546796853-2.514813746308513j)
0.01966,(4.115938821125749-3.6205645335694854j)
0.01968,(4.745907855337715-3.0123656292104j)
0.0197,(5.184319514081223-3.1310876817488205j)
0.01972,(3.959462047152404-3.9771328094304987j)
0.01974,(4.382463081033508-2.8388608546831113j)
0.01976,(4.27530063338829-3.451157413742926j)
0.01978,(4.6484914234592525-3.346053181564316j)
0.0198,(4.470016683094381-4.509257231568423j)
0.01982,(4.036405738566565-3.5236421013772534j)
0.01984,(4.072317525562319-3.2986470038217433j)
0.01986,(4.178095453964187-3.452493790933315j)
0.01988,(4.0763538583875505-3.5326707283785357j)
0.0199,(4.5736410657322955-3.5703457727568346j)
0.01992,(3.954386564795559-3.209809375469686j)
0.01994,(3.6331283884935637-3.931222639368258j)
0.01996,(5.173590563307848-2.9289080025467977j)
0.01998,(6.11687264111711-2.0217698925989738j)
0.02,(6.204249155748526-2.994234074655902j)
0.02002,(5.903962736573251-2.5354966568748005j)
0.02004,(5.65474426628907-2.867764925232866j)
0.02006,(4.292484394234081-3.299669534680598j)
0.02008,(3.9155879268251326-3.4889883546921365j)
0.0201,(4.318178126678854-3.2646633092769175j)
0.02012,(5.2355987749188175-2.6919180111434127j)
0.02014,(5.9495538963729295-2.5280834970395536j)
0.02016,(5.775804811668471-2.703089038689674j)
0.02018,(5.763175542071342-2.6388565187961057j)
0.0202,(6.234969844825126-2.7160105347599988j)
0.02022,(5.5446994811253925-3.260160705080792j)
0.02024,(5.0576724856362345-2.4910279598808263j)
0.02026,(4.937108151599354-2.701721283533101j)
0.02028,(5.628744137955458-3.083405204262969j)
0.0203,(5.627082102257311-2.0973197161807167j)
0.02032,(6.382437348402842-2.3661722228159756j)
0.02034,(5.508678017628972-2.867386509914239j)
0.02036,(5.621859037598582-2.569740718296382j)
0.02038,(5.665912484812052-2.935194122984047j)
0.0204,(4.117673310513267-3.1922256739686237j)
0.02042,(3.6761529010431673-3.8058616616556096j)
0.02044,(4.728646979215029-2.792359382743618j)
0.02046,(3.869218830849524-3.1138169928593395j)
0.02048,(4.052131593157092-3.908315646306464j)
0.0205,(5.059005160718761-2.503857472542358j)
0.02052,(5.460980202917424-2.906719964787751j)
0.02054,(3.9973943658935593-3.550207806219733j)
0.02056,(3.8275041638052736-3.2747537565611644j)
0.02058,(4.299881567902854-3.19178199972307j)
0.0206,(6.388867151491016-2.852774067728843j)
0.02062,(5.911344375076972-2.2216790531370165j)
0.02064,(5.770868828383574-2.6442410678086286j)
0.02066,(5.9964583343892786-2.2285790436541624j)
0.02068,(5.1742347414392595-2.545471785347888j)
0.0207,(5.661018797888315-2.835779532738896j)
0.02072,(5.257588662517539-2.289927191652503j)
0.02074,(5.746023063593227-2.6262353797325795j)
0.02076,(5.695030251153366-2.4484858218887253j)
0.02078,(4.986848375233642-2.3637131599457906j)
0.0208,(5.925774698230446-2.010244584278862j)
0.02082,(6.072060786845247-2.6452616978876833j)
0.02084,(5.801555829002051-2.7827043417747057j)
0.02086,(5.356558121443016-1.9513991703148257j)
0.02088,(6.287769214858475-2.498938993515131j)
0.0209,(5.6323856464447575-3.181715326211835j)
0.02092,(5.912819536885678-2.429231205296083j)
0.02094,(5.74797640019047-2.614540937945276j)
0.02096,(5.752328008726089-2.5892530289217395j)
0.02098,(6.01047158646543-1.6421089617215916j)
0.021,(5.896025457448804-2.8293371887003835j)
0.02102,(6.011201797502618-2.9793555482803056j)
0.02104,(6.01600697161395-2.09148929302114j)
0.02106,(5.619964498883097-2.6264007363883937j)
0.02108,(5.591737239994731-2.3936339199876873j)
0.0211,(5.772562926240227-2.2872550891240184j)
0.02112,(6.0218671493568365-3.083273395746243j)
0.02114,(5.34622310822022-2.1198021749580893j)
0.02116,(5.789805082357798-2.6871212054554205j)
0.02118,(5.854028692576195-1.8670442107089036j)
0.0212,(4.05832087327778-3.715418230873958j)
0.02122,(4.601547582064759-2.978092630810178j)
0.02124,(4.544651890775309-2.917759915854185j)
0.02126,(4.272494448647669-3.6631654783574636j)
0.02128,(5.41692905410702-3.1634350982653308j)
0.0213,(6.158808562075802-2.6046826881583445j)
0.02132,(5.910729567755541-1.993451704611833j)
0.02134,(5.707048260389432-2.440192276411199j)
0.02136,(5.734275446039061-2.3224205541653005j)
0.02138,(5.99286324523556-2.547840644870489j)
0.0214,(5.742094553315445-2.3426304294883917j)
0.02142,(5.360376262071005-2.3209442520876564j)
0.02144,(5.739129816213954-2.6989302817254663j)
0.02146,(6.2085599404763405-1.9091756236204602j)
0.02148,(5.008001942897927-2.567901193962826j)
0.0215,(6.333709291158565-2.156668171483355j)
0.02152,(6.05737770299499-2.920588290093146j)
0.02154,(5.787886105770832-2.2719977168493224j)
0.02156,(5.961910238716907-2.1450434626967834j)
0.02158,(6.186393757006099-2.4113673435697183j)
0.0216,(5.877158366629753-2.1413672969608464j)
0.02162,(6.1822413062579855-2.7357600538492624j)
0.02164,(6.149633287879153-2.342491297849883j)
0.02166,(5.92441222721452-3.0069104452975153j)
0.02168,(5.495787965380968-2.4504786612130243j)
0.0217,(5.8334399208490675-2.764300159570451j)
0.02172,(5.185583485992296-2.5229199422765345j)
0.02174,(4.455747804001736-2.9402528650106126j)
0.02176,(4.340485259181445-2.7207215691474476j)
0.02178,(5.660932308763528-2.927465915304252j)
0.0218,(6.084527785059295-2.0849085858394147j)
0.02182,(5.442551960793177-2.0336258268793057j)
0.02184,(5.903396849667021-2.391782176810381j)
0.02186,(5.752757342686071-2.0473499050969317j)
0.02188,(5.805887666711217-2.638325801220866j)
0.0219,(5.960787474275545-2.671304302668174j)
0.02192,(6.4738376004154805-2.669863240468568j)
0.02194,(5.998856016186529-2.2620180499387956j)
0.02196,(6.318782533167661-2.5324187150138155j)
0.02198,(6.331184057296569-2.7386060019378298j)
0.022,(6.1225854206681785-2.7226329585343385j)
0.02202,(5.2513902977591815-2.499595407162428j)
0.02204,(5.7861395115599725-2.7830662515887097j)
0.02206,(5.502480024833609-2.2772102670661307j)
0.02208,(6.820576406492107-2.101637827367328j)
0.0221,(5.531432236056866-2.175383990690425j)
0.02212,(5.3669440709791765-1.5296327424110203j)
0.02214,(4.596158102791799-2.5630569910035614j)
0.02216,(3.788553150102977-2.934924858546751j)
0.02218,(4.694538946408794-3.138731575974695j)
0.0222,(6.228441502650515-2.592807228937006j)
0.02222,(5.509301249120591-2.46029150853489j)
0.02224,(6.2565172717879465-2.444541330029334j)
0.02226,(5.84479504550679-2.541204830604104j)
0.02228,(5.704220528939665-2.8608386202564398j)
0.0223,(5.923638272829491-2.826478374146472j)
0.02232,(6.338549406166227-2.12227323390502j)
0.02234,(5.883061473538033-2.221956759384774j)
0.02236,(5.49660486345761-1.9070852630793664j)
0.02238,(6.007405932535847-2.6309206800773044j)
0.0224,(6.0020726123027055-2.662013148805819j)
0.02242,(5.8026001135336545-2.883062161586732j)
0.02244,(5.513719906101944-2.5480174731004333j)
0.02246,(3.370926268191084-3.797376556474769j)
0.02248,(5.032421818870276-3.0602844984420194j)
0.0225,(6.127474999325711-2.3955922024220033j)
0.02252,(5.383086540162871-3.0211574127655103j)
0.02254,(5.37160520867366-2.241020593291862j)
0.02256,(6.025529799332271-2.263312274227739j)
0.02258,(4.5254593047238165-3.407738414131347j)
0.0226,(4.587231110926423-3.5289332669540565j)
0.02262,(5.202016210150758-2.7607582664358143j)
